"","TAXKEY","HSE_NBR","SFX","DIR","STREET","STTYPE","UNIT_NBR","ZIP_CODE","LAND_USE","RCD_NBR","UPD_DATE","WARD","MAIL_ERROR_COUNT","MAIL_STATUS","RES_COM_FLAG"
"260103",1729991000,5236,"","W","SILVER SPRING","DR","",532183344,9711,405018,91006,0,0,"","C"
"202581",2450447000,4120,"","N","25TH","ST","",532096614,8810,281378,830813,0,0,"","R"
"168216",3560605110,2036,"","E","KENILWORTH","PL","",532021324,8820,242403,130320,0,0,"","R"
"246758",1170342100,8721,"","W","GOOD HOPE","RD","",532240000,8880,331533,830104,0,0,"N","C"
"225180",4200787100,218,"","S","63RD","ST","",532141825,8810,305510,830813,0,0,"","R"
"308490",4281002000,120,"","E","NATIONAL","AV","241",532041896,8830,463185,121001,0,0,"","R"
"245276",3241082100,1603,"","W","CLARKE","ST","",532062029,8880,329802,90930,0,0,"N","C"
"301767",3970603000,102,"","N","WATER","ST","413",532026057,8811,455112,81027,0,0,"","R"
"255814",2240556100,8066,"","W","APPLETON","AV","",532180000,8880,343694,90818,0,0,"N","C"
"246174",3920757111,319,"","E","CLYBOURN","ST","",532020000,8772,330846,40909,0,0,"N","C"
"282275",780134000,7930,"","N","107TH","ST","7",532243168,8830,432212,91009,0,0,"","R"
"217499",3132019000,2932,"","N","5TH","ST","",532122330,8810,297476,151026,0,0,"","R"
"213051",4020372000,319,"","N","41ST","ST","",532083749,8810,292834,830813,0,0,"","R"
"229158",2640850000,3803,"","N","74TH","ST","",532161903,8810,309604,830813,0,0,"","R"
"309835",3492003000,2200,"","N","31ST","ST","123",532081464,8830,464639,120119,0,0,"","R"
"277801",4321029000,724,"A","S","7TH","ST","",532041709,8830,426853,981207,0,0,"","R"
"253514",2851004110,2351,"","W","HOPKINS","ST","",532061750,8899,339568,110802,0,0,"","R"
"251472",439997000,8470,"","N","84TH","ST","",532240000,4010,337067,990623,0,0,"N","C"
"187267",3460318000,5230,"","W","WASHINGTON","BL","",532081705,8810,263774,830813,0,0,"","R"
"250516",3659998000,1345,"R","N","33RD","ST","",532080000,4010,336026,830104,0,0,"N","C"
"241041",3230131000,936,"","W","MEINECKE","AV","5",532063145,8830,323026,130522,0,0,"","R"
"311716",3492781000,3421,"","W","NORTH","AV","303",532081461,8899,466696,130912,0,0,"","R"
"192979",5360585000,3430,"","S","13TH","ST","",532155012,8810,270425,830813,0,0,"","R"
"220022",5730322000,3934,"","S","53RD","ST","",532202610,8810,300063,830813,0,0,"","R"
"192159",4680948000,2254,"","S","12TH","ST","",532152712,8820,269541,830813,0,0,"","R"
"212789",2470944000,4063,"","N","40TH","ST","",532161601,8820,292567,830813,0,0,"","R"
"310757",3601823000,1550,"","N","EDISON","ST","313",532023178,8830,465642,140130,0,0,"","R"
"239487",3921359110,1121,"","N","MILWAUKEE","ST","",532023119,7041,320528,950817,0,0,"","C"
"184303",3170339000,2752,"","N","SUMMIT","AV","",532113854,8820,260543,830813,0,0,"","R"
"291073",4259999000,2100,"","W","PIERCE","ST","105",532044400,8830,442415,70613,0,0,"","R"
"177660",5320222110,3811,"","W","OKLAHOMA","AV","1",532154004,8830,253097,890306,0,0,"","R"
"277723",4320059000,1302,"","S","11TH","ST","6",532042817,7021,426744,91104,0,0,"N","C"
"176457",3201523100,1728,"","E","NORTH","AV","",532021037,8899,251805,140403,0,0,"","R"
"225892",2261158000,4235,"","N","66TH","ST","",532161101,8810,306225,830813,0,0,"","R"
"273097",3191171100,2535,"","N","PROSPECT","AV","312",532114138,8830,420800,90427,0,0,"","R"
"266379",1210451100,7158,"","N","PRESIDIO","DR","B",532236346,8830,412984,70906,0,0,"","R"
"277878",4339981000,1515,"","W","NATIONAL","AV","114",532042141,8888,426948,70703,0,0,"N","C"
"179386",730062000,8082,"","N","PINGREE","AV","",532242617,8810,255039,830813,0,0,"","R"
"219118",3060404000,3057,"A","N","52ND","ST","",532101612,8820,299155,830813,0,0,"","R"
"180269",3550002000,1725,"","N","PROSPECT","AV","504",532021931,8830,256071,830813,0,0,"","R"
"267066",3271801000,3809,"","W","MEINECKE","AV","",532103080,8830,413784,980911,0,0,"","R"
"204670",1930121000,5286,"","N","28TH","ST","",532094943,8820,283872,830813,0,0,"","R"
"288315",5780383100,1500,"","W","SONATA","DR","317",532211981,8830,439414,130408,0,0,"","R"
"306514",2850002000,2214,"","W","HOPKINS","ST","",532060000,8880,460534,100219,0,0,"N","C"
"257861",3600507114,916,"","E","OGDEN","AV","301",532022810,8830,402182,951026,0,0,"","R"
"214141",1229885100,7107,"","N","43RD","ST","",532092220,8810,293939,830813,0,0,"","R"
"190288",4970684000,2567,"","S","10TH","ST","",532153428,8820,267535,830813,0,0,"","R"
"299053",3140128000,806,"","E","HADLEY","ST","",532122610,8830,452117,70910,0,0,"","R"
"305838",1530364000,6332,"","N","77TH","ST","",532180000,8880,459850,100212,0,0,"N","C"
"292817",5351203000,3201,"","S","16TH","ST","2008",532154526,8011,444801,41214,0,0,"","C"
"186841",4339979000,1513,"","W","WALKER","ST","",532042143,8820,263311,830813,0,0,"","R"
"210007",3871151000,1128,"","N","37TH","ST","",532080000,8880,289663,170629,0,0,"N","C"
"248350",4579900000,4227,"","W","ORCHARD","ST","",532151709,5013,333440,120719,0,0,"","C"
"282822",3601397000,1515,"","N","VAN BUREN","ST","411",532022015,8811,432837,406,0,0,"","R"
"254287",710131000,8301,"","N","FAULKNER","RD","",532240000,8880,340556,961204,0,0,"N","C"
"306528",2822822000,3161,"","N","MARTIN L KING JR","DR","",532120000,8880,460549,100219,0,0,"N","C"
"271380",1450688000,6461,"","N","105TH","ST","",532245100,8820,418743,981013,0,0,"","R"
"268767",4590777000,2319,"A","W","MAPLE","ST","",532043037,8830,415748,980917,0,0,"","R"
"312256",3920728000,324,"","E","WISCONSIN","AV","1220",532024309,8399,467278,140414,0,0,"","C"
"206914",4010138000,426,"","N","32ND","ST","",532084239,8830,286332,830813,0,0,"","R"
"182674",1950410000,1332,"","W","SHERIDAN","CT","",532095145,8820,258719,830813,0,0,"","R"
"322311",4280551110,214,"","E","FLORIDA","ST","521",532041657,8850,477749,191112,0,0,"N","R"
"176298",3150012000,2948,"","N","NEWHALL","ST","",532113223,8820,251639,110225,0,0,"","R"
"295890",390003111,8425,"","N","107TH","ST","309",532242239,8830,448513,70906,0,0,"","R"
"236655",4161193000,618,"","S","94TH","PL","",532141205,8810,317424,70702,0,0,"","R"
"187429",5810306000,409,"","E","WATERFORD","AV","",532074433,8810,263966,830813,0,0,"","R"
"219011",3461684000,2178,"","N","52ND","ST","",532081135,8810,299046,830813,0,0,"","R"
"212875",2290697000,4723,"","N","40TH","ST","",532095811,8810,292654,151030,0,0,"","R"
"183166",5020240000,2989,"","S","SHORE","DR","",532072542,8810,259236,830813,0,0,"","R"
"281752",4940739000,3227,"","W","LINCOLN","AV","303",532152421,8830,431589,990413,0,0,"","R"
"173258",3160925000,3043,"","N","MARYLAND","AV","",532113332,8820,248045,830813,0,0,"","R"
"307520",3113531000,1420,"","W","CENTER","ST","309",532062553,8830,461778,110725,0,0,"","R"
"266029",3882209100,3104,"","W","KILBOURN","AV","101",532083416,8830,412630,980909,0,0,"","R"
"229391",4069993400,234,"","N","75TH","ST","9",532133518,8830,309837,830813,0,0,"","R"
"202321",3640608000,1233,"","N","25TH","ST","2",532052427,8820,281091,20501,0,0,"","R"
"184731",730120000,10016,"","W","TERRA","AV","",532242908,8810,260974,71129,0,0,"","R"
"195818",3980609100,557,"","N","17TH","ST","110",532332104,8830,273548,830813,0,0,"","R"
"169188",2161001000,10621,"","W","LANCASTER","AV","",532253934,8810,243584,830813,0,0,"","R"
"291590",4290422000,425,"","E","MENOMONEE","ST","413",532026117,8830,443226,40526,0,0,"","R"
"194135",4601113100,1567,"","S","15TH","PL","",532042759,8810,271656,861029,0,0,"","R"
"313815",3620561110,840,"","W","JUNEAU","AV","406",532331457,8830,468924,160212,0,0,"","R"
"291180",3280406000,4727,"","W","CENTER","ST","",532102419,5932,442647,160505,0,0,"V","C"
"256561",2850002000,2216,"","W","HOPKINS","ST","",532061747,8351,400180,140403,0,0,"","C"
"263523",50001100,9155,"","N","JADAM","LA","202",532241870,8830,409532,80822,0,0,"","R"
"183167",5020201000,3001,"","S","SHORE","DR","",532073007,8810,259237,830813,0,0,"","R"
"178655",6680504000,2951,"","W","PARNELL","AV","112",532214163,8830,254212,100614,0,0,"","R"
"252660",3051129000,6404,"","W","LISBON","AV","",532101342,7215,338473,851014,0,0,"","C"
"163569",4040719110,153,"","N","HAWLEY","RD","",532134231,8820,237027,830813,0,0,"","R"
"210902",3270928000,2438,"","N","38TH","ST","",532100000,8880,290591,970923,0,0,"N","C"
"298533",3970423000,630,"","N","4TH","ST","804",532032809,8880,451489,180814,0,0,"N","C"
"318301",3931001000,777,"","N","VAN BUREN","ST","1810",532023862,8830,473556,181217,0,0,"","R"
"284044",2480874000,4314,"","N","44TH","ST","",532161406,8830,434492,60327,0,0,"","R"
"250730",5491623100,3608,"","S","4TH","ST","",532070000,8880,336268,111215,0,0,"N","C"
"226891",4060994000,519,"","S","68TH","ST","",532141607,8810,307228,151216,0,0,"","R"
"223259",5790018110,4221,"","S","6TH","ST","B12",532211777,6515,303576,90909,0,0,"","R"
"248817",5410501000,3120,"","S","SUPERIOR","ST","",532070000,8870,333990,830104,0,0,"N","C"
"186174",2050316000,1969,"","W","VILLARD","AV","4",532095011,8830,262527,830907,0,0,"","R"
"301786",60031000,9301,"","N","76TH","ST","422",532231061,8361,455132,80917,0,0,"","C"
"305090",4269929000,1740,"","W","PIERCE","ST","212",532044109,8830,459058,100115,0,0,"","R"
"177494",5031122000,2204,"A","E","OKLAHOMA","AV","",532072924,8820,252925,830813,0,0,"","R"
"276494",3901301000,1924,"","W","HIGHLAND","AV","1120",532331179,8830,425201,81024,0,0,"","R"
"247606",4704051000,2400,"","W","LINCOLN","AV","",532150000,8880,332544,41012,0,0,"N","C"
"278539",4620833000,1741,"B","S","2ND","ST","",532044008,8810,427798,981211,0,0,"","R"
"305785",1530304000,8200,"","W","BENDER","AV","",532180000,8880,459797,100212,0,0,"N","C"
"238627",1239982200,3925,"A","W","KILEY","AV","",532092313,8820,319489,830907,0,0,"","R"
"290694",1110021000,11270,"","W","PARK","PL","400",532243625,5734,441983,90930,0,0,"","C"
"316847",5971131100,1900,"","W","LAYTON","AV","110",532210000,8850,472025,180416,0,0,"N","R"
"298824",1870808111,7800,"","W","FOND DU LAC","AV","124",532182663,8830,451850,90429,0,0,"","R"
"207703",4350283000,1106,"","S","33RD","ST","",532151527,8820,287193,830813,0,0,"","R"
"219055",3290531000,2568,"","N","52ND","ST","",532102729,8810,299091,830813,0,0,"","R"
"179177",4350123000,3125,"","W","PIERCE","ST","",532151117,8820,254812,830813,0,0,"","R"
"243414",3220239100,2317,"A","N","HUBBARD","ST","",532123307,8820,326988,950412,0,0,"","R"
"217898",3281902000,2463,"","N","50TH","ST","",532102815,8820,297908,161018,0,0,"","R"
"252500",2731633100,3846,"","N","PORT WASHINGTON","AV","7",532121151,8830,338278,910822,0,0,"","R"
"189183",4030328000,4905,"","W","WISCONSIN","AV","",532083053,8810,266244,830813,0,0,"","R"
